"Citation","Diet.richness.minimum","Ecosystem","EndoEcto","Feeding.data.type","First.entry.Name","Latitude","mass_g","Month","Space.averaging","Taxon.group","Time.averaging","Total.stomachs.count.given","Year"
"Paine_1969",3,"Marine","Ectotherm","Direct observation","Mark",48.4,NA,8,"10m","Echinoderms","Hours",NA,1966
"Paine_1969",3,"Marine","Ectotherm","Direct observation","Mark",48.4,NA,6,"10m","Echinoderms","Hours",NA,1966
"Paine_1969",3,"Marine","Ectotherm","Direct observation","Mark",48.4,NA,5,"10m","Echinoderms","Hours",NA,1967
"Paine_1969",3,"Marine","Ectotherm","Direct observation","Mark",48.4,NA,7,"10m","Echinoderms","Hours",NA,1963
"Paine_1969",3,"Marine","Ectotherm","Direct observation","Mark",48.4,NA,9,"10m","Echinoderms","Hours",NA,1963
"Paine_1969",3,"Marine","Ectotherm","Direct observation","Mark",48.4,NA,2,"10m","Echinoderms","Hours",NA,1968
"Paine_1969",3,"Marine","Ectotherm","Direct observation","Mark",48.4,NA,2,"10m","Echinoderms","Hours",NA,1967
"Paine_1969",3,"Marine","Ectotherm","Direct observation","Mark",48.4,NA,11,"10m","Echinoderms","Hours",NA,1964
"Paine_1969",3,"Marine","Ectotherm","Direct observation","Mark",48.4,NA,2,"10m","Echinoderms","Hours",NA,1966
"Paine_1969",3,"Marine","Ectotherm","Direct observation","Mark",48.4,NA,8,"10m","Echinoderms","Hours",NA,1964
"Paine_1969",3,"Marine","Ectotherm","Direct observation","Mark",48.4,NA,12,"10m","Echinoderms","Hours",NA,1966
"Paine_1969",3,"Marine","Ectotherm","Direct observation","Mark",48.4,NA,4,"10m","Echinoderms","Hours",NA,1968
"Paine_1969",3,"Marine","Ectotherm","Direct observation","Mark",48.4,NA,4,"10m","Echinoderms","Hours",NA,1964
"Paine_1969",3,"Marine","Ectotherm","Direct observation","Mark",48.4,NA,12,"10m","Echinoderms","Hours",NA,1963
"Paine_1969",3,"Marine","Ectotherm","Direct observation","Mark",48.4,NA,9,"10m","Echinoderms","Hours",NA,1967
"Paine_1969",3,"Marine","Ectotherm","Direct observation","Mark",48.4,NA,9,"10m","Echinoderms","Hours",NA,1964
"Paine_1969",3,"Marine","Ectotherm","Direct observation","Mark",48.4,NA,7,"10m","Echinoderms","Hours",NA,1967
"Paine_1969",3,"Marine","Ectotherm","Direct observation","Mark",48.4,NA,9,"10m","Echinoderms","Hours",NA,1966
"Paine_1969",3,"Marine","Ectotherm","Direct observation","Mark",48.4,NA,11,"10m","Echinoderms","Hours",NA,1966
"Paine_1969",3,"Marine","Ectotherm","Direct observation","Mark",48.4,NA,8,"10m","Echinoderms","Hours",NA,1964
"Paine_1969",3,"Marine","Ectotherm","Direct observation","Mark",48.4,NA,2,"10m","Echinoderms","Hours",NA,1964
"Paine_1969",3,"Marine","Ectotherm","Direct observation","Mark",48.4,NA,1,"10m","Echinoderms","Hours",NA,1965
"Gaymer_2001",4,"Marine","Ectotherm","Direct observation","Shannon",50.21,NA,7,"100m","Echinoderms","Years",NA,1997
"Himmelman_1991",16,"Marine","Ectotherm","Direct observation","Shannon",50.22,NA,9,"100m","Echinoderms","Days",NA,1984
"Himmelman_1991",16,"Marine","Ectotherm","Direct observation","Shannon",50.22,NA,9,"100m","Echinoderms","Days",NA,1984
"Himmelman_1991",16,"Marine","Ectotherm","Direct observation","Shannon",50.22,NA,9,"100m","Echinoderms","Days",NA,1984
"Himmelman_1991",16,"Marine","Ectotherm","Direct observation","Shannon",50.22,NA,9,"100m","Echinoderms","Days",NA,1984
"Himmelman_1991",16,"Marine","Ectotherm","Direct observation","Shannon",50.22,NA,9,"100m","Echinoderms","Days",NA,1984
"Himmelman_1991",16,"Marine","Ectotherm","Direct observation","Shannon",50.22,NA,9,"100m","Echinoderms","Days",NA,1984
